datum,base.HU,peak.HU,base.RS,peak.RS,WGenRO,GenHU,FLoadHU,TempHU,Flag,CO2Price
02/08/2019,74.53958333,87.9825,68.65291667,80.13166667,108.5416667,3483.604167,4855.416667,24.625,0,29.23
03/08/2019,52.20833333,55.81583333,55.52833333,62.05333333,583.6666667,3177.40625,4321.125,22.625,0,29.23
04/08/2019,41.32708333,37.825,40.61083333,40.0825,1534.208333,3121.427083,3967.708333,22.375,0,29.23
05/08/2019,56.53208333,60.16166667,59.49916667,66.89083333,162.375,3367.020833,4400.34375,23.91666667,0,28.67
06/08/2019,59.65291667,66.02166667,68.04125,77.68,128,3446.53125,4479.427083,26.04166667,0,28.38
07/08/2019,56.83,66.02,59.68833333,66.08666667,627.75,3487.416667,4747.125,26.91666667,0,28.25
08/08/2019,47.51916667,54.27666667,53.91583333,60.44416667,906.5416667,3610.145833,4707.229167,25.45833333,0,28.51
09/08/2019,56.99041667,66.29916667,57.61625,65.27833333,230.8333333,3895.895833,4775.40625,26.20833333,0,28.1
10/08/2019,55.09458333,60.14666667,48.98375,54.6025,219.9583333,3393.104167,4386.635417,28.125,1,28.1
11/08/2019,45.37,48.0725,43.70958333,47.86666667,175.0833333,3342.6875,3947.90625,28.66666667,0,28.1
12/08/2019,61.4575,74.25333333,60.71125,72.7575,204.5833333,3695.458333,4884.958333,29.58333333,0,26.68
13/08/2019,63.4975,72.86,62.47708333,73.39166667,304.2916667,3757.583333,4883.916667,26.66666667,0,27.08
14/08/2019,56.16125,67.62833333,58.77833333,68.45916667,170.2916667,3738.364583,4735.5625,20.25,0,26.89
15/08/2019,39.36291667,43.93,42.26916667,45.01666667,812.0416667,3564.895833,4714.9375,20.875,0,25.97
16/08/2019,46.25708333,55.10166667,46.23666667,54.00833333,682.2916667,3531.385417,4453.645833,22,0,25.95
17/08/2019,47.80708333,53.62916667,41.74875,45.2525,323.375,3313.302083,4516.5,22.58333333,0,25.95
18/08/2019,44.79666667,46.0125,43.65958333,47.98833333,223.25,3293.885417,4192.802083,24.5,0,25.95
19/08/2019,50.31916667,57.395,50.34958333,57.65416667,156.3333333,3418.854167,4155.895833,26.54166667,1,26.55
20/08/2019,53.13583333,60.90833333,51.38333333,57.95583333,139.1666667,3399.59375,3955.020833,27.83333333,1,26.24
21/08/2019,56.89166667,62.5075,55.23166667,62.78166667,266.5416667,3283.354167,4814.71875,26.625,0,26.01
22/08/2019,53.48458333,63.29666667,54.4125,62.10083333,1018,3512.166667,4867.072917,23.5,0,25.65
23/08/2019,55.19291667,63.33083333,54.9675,64.0775,1186.916667,3295.1875,4625.635417,25.70833333,0,25.08
24/08/2019,51.96916667,55.65333333,51.00083333,57.48083333,650.5416667,2798.395833,4186.989583,26.70833333,0,25.08
25/08/2019,43.49583333,45.86583333,45.12125,46.96666667,787.7916667,2850.604167,4080.6875,27.20833333,0,25.08
26/08/2019,65.22,76.84583333,59.60166667,68.00333333,645,3213.25,4697.375,27,0,25.82
27/08/2019,85.92666667,99.11333333,70.80583333,82.18416667,331.375,3250.729167,4988.229167,27.625,0,25.4
28/08/2019,97.04208333,116.6308333,87.29208333,104.2658333,303.6666667,3415.5625,5034.052083,27.91666667,0,26
29/08/2019,83.6425,109.8641667,120.7425,143.4958333,220.3333333,3467.322917,5075.302083,28.33333333,0,26.45
30/08/2019,77.89166667,90.435,88.31291667,111.0133333,231.875,3469.583333,5177.71875,27.83333333,0,26.31
31/08/2019,65.84833333,69.39166667,64.53,70.05166667,357.75,3170.78125,4571.979167,27.70833333,0,26.31
01/09/2019,55.66625,55.7975,57.11625,61.6025,327.9166667,3110.135417,4323.5,27.04166667,0,26.31
02/09/2019,106.94125,131.7275,82.62458333,101.7191667,235.2083333,3299.583333,4910.020833,25.79166667,0,25.18
03/09/2019,65.12791667,76.30416667,75.55666667,89.38083333,170.4166667,3240.520833,4829.427083,18.29166667,0,25.22
04/09/2019,48.80083333,52.61166667,57.00041667,63.27166667,1031.875,3157.958333,4803.03125,20.125,0,25.52
05/09/2019,67.87041667,75.49916667,55.28541667,59.29916667,288.9583333,3225.291667,4763.322917,21.29166667,0,25.53
06/09/2019,60.04041667,65.3425,60.175,66.64583333,221.4583333,3168.8125,4752.21875,21.83333333,0,25.08
07/09/2019,51.06791667,56.085,48.555,51.1325,323.3333333,2965.864583,4351.59375,19.91666667,0,25.08
08/09/2019,41.56291667,43.7675,41.42833333,42.485,697.0416667,2934.333333,4041.052083,21.66666667,0,25.08
09/09/2019,52.54166667,57.32666667,54.97541667,59.56416667,802.25,3198.041667,4564.416667,18.5,0,25.01
10/09/2019,52.29625,57.21416667,55.71,58.95,535.1666667,3360.4375,4818.427083,18.25,0,26.72
11/09/2019,53.47125,56.62416667,55.02,59.73416667,838.9166667,3352.177083,4616.385417,20.41666667,0,26.27
12/09/2019,54.54,59.76833333,57.44208333,60.24166667,671.25,3425.885417,4732.09375,21.79166667,0,26.43
13/09/2019,46.55791667,51.2675,49.54916667,54.77916667,552.625,3360.395833,4655.03125,21.375,0,26.37
14/09/2019,48.76208333,52.6225,42.31,45.08583333,601.8333333,2956.489583,4260.59375,21.125,0,26.37
15/09/2019,40.43833333,45.60333333,42.38916667,45.715,536.5416667,2875.864583,4092.40625,19.04166667,0,26.37
16/09/2019,59.78333333,72.7125,59.60083333,70.79416667,247.875,3348.40625,4586.291667,21.66666667,0,27.02
17/09/2019,56.96291667,63.52333333,65.35416667,74.815,216.9583333,3484.375,4626.302083,21.79166667,0,26.2
18/09/2019,49.5675,54.68416667,52.89833333,59.04833333,607.375,3783.15625,4746.020833,15.20833333,0,25.44
19/09/2019,53.39916667,57.94,59.23333333,69.86416667,445.4583333,3890.520833,4668.864583,13.95833333,0,25.94
20/09/2019,51.5125,54.02833333,55.18,59.13333333,583.5833333,3690.916667,4708.510417,13.41666667,0,26.51
21/09/2019,46.99916667,47.7625,48.68375,50.72666667,443.2916667,3466.635417,4303.739583,14.75,0,26.51
22/09/2019,43.38208333,47.56,50.32125,53.01166667,420.5416667,3604.479167,3943.802083,16.375,0,26.51
23/09/2019,57.84833333,69.6175,56.13125,63.785,511.6666667,3835.197917,4652.40625,15.79166667,1,25.78
24/09/2019,62.30791667,68.14166667,65.23333333,72.1675,370.625,3953.895833,4685.385417,18.45833333,0,25.52
25/09/2019,67.12458333,80.58916667,59.4325,67.22,506.625,3941.197917,4792.270833,18.33333333,0,25.19
26/09/2019,60.50208333,68.14916667,63.12333333,71.10083333,634.2916667,3821.479167,4815.354167,17.875,0,25.62
27/09/2019,60.25083333,67.55666667,63.0425,70.39166667,704.4583333,3833.489583,4767.333333,18.5,0,25.29
28/09/2019,56.97375,61.48666667,60.48875,67.1375,286.5416667,3712.697917,4328.5625,18.54166667,0,25.29
29/09/2019,45.07916667,53.5725,50.445,58.3025,324.4583333,3614.708333,3970.3125,19.08333333,0,25.29
30/09/2019,53.67916667,64.95666667,59.79541667,69.32,715.875,3916.927083,4735.21875,20.08333333,0,24.72
01/10/2019,70.32166667,79.18583333,70.47,79.81833333,565.4583333,4079.541667,4839.479167,18.20833333,0,25.04
02/10/2019,58.79208333,65.65416667,67.02791667,76.9775,1063.833333,4037.822917,4854.9375,18.08333333,0,24.19
03/10/2019,57.96583333,67.52666667,60.90666667,67.32666667,809.625,4085.458333,4852.208333,14,0,23.24
04/10/2019,61.47875,71.78666667,61.89875,72.99666667,727.25,4053.885417,4851.302083,11.91666667,0,22.94
05/10/2019,58.41166667,65.59,58.32083333,63.25666667,586.5,3941.427083,4361.041667,11.375,0,22.94
06/10/2019,53.80333333,58.42666667,56.66291667,62.35583333,93.625,3985.208333,4079.427083,11.70833333,0,22.94
07/10/2019,58.29375,70.36583333,53.90666667,59.47,511.5833333,4098.729167,4674.28125,9.833333333,0,23.41
08/10/2019,62.54,74.59333333,62.24791667,71.19666667,437.9583333,4244.21875,4862.270833,10.375,0,22.53
09/10/2019,57.93833333,70.50083333,59.7725,68.94166667,1088.916667,4061.927083,4935.520833,13.70833333,0,22.65
10/10/2019,68.76,82.08916667,62.10625,71.94083333,681.3333333,3939.145833,4927.375,14.33333333,0,23.26
11/10/2019,59.15916667,64.82833333,68.65291667,80.13166667,473.125,3963.697917,4889.479167,13.58333333,0,24.44
12/10/2019,49.94,53.205,55.52833333,62.05333333,601.9583333,3731.9375,4532.916667,14.45833333,0,24.44
13/10/2019,40.93875,44.16416667,40.61083333,40.0825,622.4166667,3881.833333,4215.385417,15.79166667,0,24.44
14/10/2019,63.13375,76.92666667,59.36666667,69.98,345.2083333,4086.229167,4800.947917,17,0,24.15
15/10/2019,61.98041667,71.25583333,65.99541667,76.0425,230,4233.09375,4986.6875,17.54166667,0,25.71
16/10/2019,65.21375,74.69,60.64,70.53583333,167.0833333,4160.5,4877.65625,15.83333333,0,26.3
17/10/2019,62.76833333,71.87833333,64.61583333,72.80583333,39.45833333,4137.385417,4874.083333,15.875,0,26.06
18/10/2019,61.78875,68.9375,62.87625,70.76416667,36.29166667,4111.625,4875.135417,16.33333333,0,25.88
19/10/2019,57.4675,65.17083333,54.27833333,60.49083333,107.4583333,3890.479167,4457,16.54166667,0,25.88
20/10/2019,43.30291667,47.89416667,46.16,51.3575,222.0416667,3835.864583,4204.28125,17.79166667,0,25.88
21/10/2019,59.24666667,70.2125,55.22083333,64.57,179.7083333,4099.416667,4763.760417,18.41666667,0,25.93
22/10/2019,52.46041667,57.65083333,55.36375,60.15583333,55.16666667,3982.21875,4682.458333,18.29166667,0,25.66
23/10/2019,47.91041667,53.43416667,48.34541667,53.50166667,61.08333333,3955.489583,3959.645833,18.16666667,1,24.75
24/10/2019,55.73666667,63.12416667,53.5925,60.39916667,114.1666667,4116.40625,4651.520833,17.375,0,25.44
25/10/2019,58.025,67.31833333,55.99458333,62.965,76.83333333,4014.28125,4935.604167,16.58333333,0,24.97
26/10/2019,49.96625,56.00916667,49.44,54.45833333,36.91666667,3672.322917,4491.458333,15.66666667,0,24.97
27/10/2019,37.17041667,42.93,39.76291667,44.5425,173.875,3522.229167,4082.75,15.29166667,0,24.97
28/10/2019,64.065,80.115,62.21583333,74.33666667,87.04166667,3961.21875,4703.125,14.29166667,0,25.12
29/10/2019,60.81333333,73.945,66.50625,82.865,108.5833333,4124.760417,4720.90625,10.04166667,0,25.45
30/10/2019,53.48666667,63.69083333,55.62125,66.03666667,688.4166667,4118.739583,5088.364583,8,0,26
31/10/2019,54.3975,68.24833333,49.48,57.065,1258.958333,4026.239583,5100.25,6.541666667,0,25.61
01/11/2019,51.73041667,60.5675,47.62666667,52.69583333,584.2916667,3423.052083,4233.083333,6.833333333,1,25.29
02/11/2019,40.35,48.52083333,45.12833333,55.60333333,1102.375,3395.416667,4080.145833,8.75,0,25.29
03/11/2019,29.63791667,36.88583333,31.86583333,38.31,1526.541667,3338.427083,4144.416667,13.91666667,0,25.29
04/11/2019,39.44791667,49.4875,39.995,52.05333333,1604.5,3781.354167,4853,12.41666667,0,25.63
05/11/2019,43.23166667,51.7125,42.96916667,52.115,1129.458333,3765.510417,5155.75,12.29166667,0,25.51
06/11/2019,49.15791667,58.48833333,47.915,57.20333333,727.2083333,3829.375,5031.520833,11.33333333,0,24.79
07/11/2019,45.06583333,51.585,44.03166667,50.495,539.0416667,3902.645833,5146.375,10.66666667,0,24.94
08/11/2019,46.75291667,55.00833333,46.42791667,55.39833333,441.3333333,3954.40625,5178.625,9.666666667,0,24.84
09/11/2019,40.27416667,43.815,39.74708333,43.22416667,693.0833333,3464.166667,4537.083333,10.91666667,0,24.84
10/11/2019,40.27666667,42.93916667,37.90875,40.5725,1169.583333,3367.333333,4354.166667,8.958333333,0,24.84
11/11/2019,43.57125,50.46583333,42.56833333,49.34083333,395.9583333,3875.708333,5000.760417,7.375,0,24.93
12/11/2019,46.78541667,55.8,44.67291667,51.5675,1055.208333,3900.895833,5163.552083,8.708333333,0,24.12
13/11/2019,49.90458333,58.15083333,48.67958333,56.36,1661.083333,4001.770833,5269.666667,13.875,0,24.39
14/11/2019,49.10833333,57.24416667,49.02916667,56.48083333,990.25,4019.09375,5181.40625,8.416666667,0,23.96
15/11/2019,42.31375,50.17166667,41.42166667,47.43333333,342.8333333,3980.552083,5163.697917,10.04166667,0,23.85
16/11/2019,38.74625,41.6425,39.165,41.62,475.5833333,3624.822917,4759.958333,12,0,23.85
17/11/2019,37.19041667,42.42583333,32.67208333,37.71833333,612.7916667,3534.989583,4544.46875,12.33333333,0,23.85
18/11/2019,48.79,60.0725,46.15291667,55.21833333,729.8333333,3866.979167,4523.041667,11.625,0,23.39
19/11/2019,47.53875,57.29916667,48.16083333,56.97333333,524.125,4028.40625,5248.083333,8.833333333,0,23.44
20/11/2019,56.09625,66.7625,55.02833333,65.12,999.3333333,4108.822917,5269.114583,9.958333333,0,24.03
21/11/2019,49.60791667,58.52333333,48.81708333,57.32,2041.291667,4067.635417,5271.71875,11.5,0,23.94
22/11/2019,43.59083333,49.75416667,43.515,49.8025,1888.5,4010.729167,5213.875,9.75,0,24.58
23/11/2019,32.34916667,36.8075,32.04541667,34.52083333,962.0416667,3292.645833,4715.041667,6.333333333,0,24.58
24/11/2019,34.96708333,40.59916667,34.38416667,39.34083333,717.4583333,3235.677083,4352.90625,6.75,0,24.58
25/11/2019,49.01,58.0925,46.51041667,54.95416667,1289.791667,3991.885417,4977.114583,7,0,24.44
26/11/2019,49.66166667,57.065,48.11291667,55.11583333,1052.833333,4033.177083,5196.291667,7.208333333,0,24.38
27/11/2019,44.97916667,52.66,44.80416667,52.52,233.5416667,3966.979167,5237.34375,6.291666667,0,25.11
28/11/2019,42.59541667,53.38666667,41.79458333,50.9575,445.9166667,3841.989583,5309.75,9.75,0,25.01
29/11/2019,42.29208333,50.46916667,40.99333333,49.3375,1020.083333,3881.697917,5281.8125,8.041666667,0,25.22
30/11/2019,42.92958333,47.12333333,42.03625,46.59916667,745.875,3699.84375,4731.541667,4.166666667,0,25.22
01/12/2019,41.92583333,45.6825,40.64041667,46.3925,911.9583333,3635.5,4530.229167,2.333333333,0,25.22
02/12/2019,47.67708333,54.76916667,47.39416667,54.94833333,935.5833333,3966.885417,5296.572917,0,0,24.33
03/12/2019,58.19583333,70.86166667,51.42583333,58.41083333,661.4583333,4120.28125,5321.854167,-1.333333333,0,24
04/12/2019,57.07291667,66.4,56.51458333,65.50333333,289.2916667,4071.239583,5448.84375,-2.708333333,0,24.74
05/12/2019,55.60458333,65.95,56.29125,65.72416667,317.625,4134.6875,5734.9375,-2.625,0,24.69
06/12/2019,50.17208333,59.56916667,48.98208333,56.6475,806.125,3976.135417,5665.510417,-1.791666667,1,24.94
07/12/2019,61.89958333,82.67916667,46.43083333,54.13,327.1666667,3333.104167,5549.854167,0.333333333,1,24.94
08/12/2019,43.86875,54.95083333,47.49083333,51.58333333,271.0833333,3268.416667,4723.6875,2.375,0,24.94
09/12/2019,49.71666667,61.04333333,50.97,64.41833333,654.1666667,3772.65625,5521.53125,4.5,0,25.13
10/12/2019,51.1125,60.78833333,53.19166667,62.90333333,631.7083333,4027.885417,5614.510417,4.5,0,24.94
11/12/2019,48.23625,55.79333333,49.88208333,58.18166667,851.3333333,3907.322917,5732.072917,2,0,24.48
12/12/2019,54.01958333,64.45666667,52.62041667,62.61,1343.75,3946.364583,5652.46875,2.75,0,25.07
13/12/2019,49.02458333,57.80416667,50.48041667,58.05166667,846.375,3900.0625,5606,3.875,0,24.02
14/12/2019,39.65958333,46.76,44.72625,51.2525,851.875,3601.875,5192.333333,4.541666667,1,24.02
15/12/2019,34.9175,41.8775,36.35791667,42.53083333,818.8333333,3566.177083,4880.104167,4.375,0,24.02
16/12/2019,48.09958333,58.48333333,47.07208333,56.02416667,500.5833333,3731.552083,5423.71875,6.333333333,0,24.9
17/12/2019,45.16583333,52.96333333,46.18833333,53.955,343.5,4105.34375,5443.947917,9.041666667,0,25.95
18/12/2019,44.85708333,53.00583333,44.76208333,51.8525,777.0416667,3931.208333,5210.96875,9.166666667,0,26.47
19/12/2019,39.80166667,46.855,45.00541667,51.465,320.8333333,3954.25,5181.572917,7.125,0,26.74
20/12/2019,30.78875,34.75333333,34.99791667,39.36333333,790.0416667,3906.458333,4882.84375,7.125,0,26.56
21/12/2019,31.63833333,38.9225,30.78375,35.73833333,775.0833333,3487.635417,4721.09375,10.58333333,0,26.56
22/12/2019,23.52791667,32.49333333,24.77875,32.16083333,1435.583333,3326.78125,4703.84375,8.291666667,1,26.56
23/12/2019,25.37416667,37.3875,25.75625,36.22583333,1420.666667,3429.833333,4964.927083,6.75,0,26.43
24/12/2019,22.47791667,32.9925,23.4275,33.20333333,860.0833333,3282.145833,4209.5,6.541666667,1,25.97
25/12/2019,20.66208333,27.81166667,21.005,28.73083333,776.7083333,3234.5,3926.729167,6.291666667,1,25.97
26/12/2019,30.95416667,35.79833333,29.90041667,34.755,1201.083333,3330.90625,3769.40625,4.666666667,1,25.97
27/12/2019,39.68416667,46.17166667,39.45916667,45.13583333,703.7083333,3674.15625,4283.479167,3.041666667,1,26.59
28/12/2019,34.41416667,38.96666667,35.57416667,39.52416667,836.7916667,3722,4123.677083,2.083333333,0,26.59
29/12/2019,29.75416667,33.575,29.55333333,33.02166667,1443.083333,3600.71875,4272.208333,0.291666667,0,26.59
30/12/2019,29.75416667,33.575,29.55333333,33.02166667,1542.666667,3330.5625,4320.697917,0.208333333,0,24.97
31/12/2019,29.75416667,33.575,29.55333333,33.02166667,1072.041667,3348.447917,4154.625,1.791666667,1,24.52
